3964
(649,-8.266992,41.205438)
(650,-8.27638,41.205071)
(651,-8.267751,41.19194)
(652,-8.26583,41.215314)
(653,-8.266737,41.207873)
(654,-8.276711,41.211459)
(655,-8.274627,41.209417)
(656,-8.283872,41.206679)
(657,-8.291102,41.203151)
(658,-8.265506,41.208429)
(659,-8.282249,41.198594)
(660,-8.282252,41.198725)
(661,-8.268999,41.200056)
(662,-8.308463,41.198644)
(663,-8.273116,41.207095)
(664,-8.283867,41.212213)
(665,-8.298567,41.192799)
(666,-8.266069,41.185901)
(667,-8.278283,41.196579)
(668,-8.295732,41.194944)
(669,-8.270377,41.212309)
(670,-8.276671,41.209098)
(671,-8.2706,41.210408)
(672,-8.284899,41.207238)
(673,-8.272263,41.203267)
(674,-8.259792,41.218829)
(675,-8.277878,41.207961)
(676,-8.282297,41.198538)
(677,-8.291994,41.195122)
(678,-8.266457,41.226236)
(679,-8.308561,41.196002)
(680,-8.268494,41.193615)
(681,-8.257758,41.208696)
(682,-8.302729,41.19377)
(683,-8.260286,41.199967)
(684,-8.277837,41.207821)
(685,-8.279371,41.210939)
(686,-8.284576,41.214761)
(687,-8.288157,41.212686)
(688,-8.268912,41.190697)
(689,-8.276468,41.208317)
(690,-8.276314,41.208221)
(691,-8.282295,41.20837)
(692,-8.280998,41.211602)
(693,-8.260976,41.220446)
(694,-8.308701,41.198563)
(695,-8.274672,41.207478)
(696,-8.26565,41.215921)
(697,-8.269473,41.20571)
(698,-8.263881,41.190164)
(699,-8.274339,41.191884)
(700,-8.316734,41.202434)
(701,-8.298694,41.19328)
(702,-8.26898,41.188927)
(703,-8.276074,41.205445)
(704,-8.311925,41.195314)
(705,-8.259578,41.207322)
(706,-8.275321,41.19344)
(707,-8.276347,41.208307)
(708,-8.285405,41.200921)
(709,-8.265928,41.196427)
(710,-8.266019,41.195897)
(711,-8.285152,41.213773)
(712,-8.288949,41.195665)
(713,-8.289991,41.202754)
(714,-8.264318,41.20583)
(715,-8.272241,41.206871)
(716,-8.316338,41.202013)
(717,-8.257878,41.211455)
(718,-8.309848,41.201099)
(719,-8.268226,41.191793)
(720,-8.308837,41.202028)
(721,-8.289906,41.203072)
(722,-8.279183,41.208188)
(723,-8.310757,41.196859)
(724,-8.265842,41.203997)
(725,-8.286815,41.208739)
(726,-8.286054,41.214264)
(727,-8.276654,41.21057)
(728,-8.273421,41.191979)
(729,-8.266359,41.190103)
(730,-8.260925,41.193466)
(731,-8.26784,41.207712)
(732,-8.284588,41.212323)
(733,-8.295301,41.198287)
(734,-8.264648,41.21296)
(735,-8.287631,41.215286)
(736,-8.265046,41.194816)
(737,-8.297176,41.19436)
(738,-8.267223,41.207395)
(739,-8.286002,41.199746)
(740,-8.28353,41.213399)
(741,-8.265636,41.226105)
(742,-8.265377,41.20318)
(743,-8.259053,41.194237)
(744,-8.265999,41.191155)
(745,-8.265163,41.195245)
(746,-8.288104,41.202335)
(747,-8.31469,41.200914)
(748,-8.262293,41.192518)
(749,-8.307432,41.197648)
(750,-8.273278,41.193766)
(751,-8.27543,41.22162)
(752,-8.260844,41.206898)
(753,-8.309206,41.195859)
(754,-8.288713,41.195503)
(755,-8.306134,41.195284)
(756,-8.283406,41.212268)
(757,-8.273897,41.220972)
(758,-8.288906,41.206631)
(759,-8.282378,41.198815)
(760,-8.291462,41.199979)
(761,-8.286936,41.214784)
(762,-8.27086,41.21106)
(763,-8.286673,41.19524)
(764,-8.277557,41.194232)
(765,-8.268177,41.191519)
(766,-8.295133,41.191651)
(767,-8.286213,41.206719)
(768,-8.311532,41.195414)
(769,-8.286803,41.204928)
(770,-8.295386,41.195162)
(771,-8.278661,41.207338)
(772,-8.266661,41.230507)
(773,-8.268999,41.20004)
(774,-8.281774,41.20797)
(775,-8.282599,41.213649)
(776,-8.287925,41.204669)
(777,-8.273345,41.205647)
(778,-8.257967,41.221185)
(779,-8.289467,41.195327)
(780,-8.266162,41.195915)
(781,-8.280534,41.195689)
(782,-8.28697,41.214846)
(783,-8.287659,41.205557)
(784,-8.255323,41.209953)
(785,-8.286749,41.214684)
(786,-8.285449,41.200392)
(787,-8.308898,41.202521)
(788,-8.293095,41.201149)
(789,-8.285629,41.201102)
(790,-8.287989,41.206977)
(791,-8.295093,41.196933)
(792,-8.262363,41.206661)
(793,-8.287592,41.215255)
(794,-8.264495,41.189038)
(795,-8.274512,41.211779)
(796,-8.271952,41.219299)
(797,-8.27072,41.211128)
(798,-8.276497,41.208178)
(799,-8.284576,41.210143)
(800,-8.270485,41.217635)
(801,-8.292269,41.19661)
(802,-8.263497,41.19795)
(803,-8.288442,41.211016)
(804,-8.261426,41.214774)
(805,-8.266501,41.205484)
(806,-8.265644,41.204967)
(807,-8.262861,41.186632)
(808,-8.284363,41.208556)
(809,-8.28051,41.20277)
(810,-8.285035,41.206043)
(811,-8.263413,41.185601)
(812,-8.276365,41.21162)
(813,-8.28736,41.206575)
(814,-8.273195,41.207221)
(815,-8.277774,41.210806)
(816,-8.282204,41.21586)
(817,-8.290461,41.201698)
(818,-8.31407,41.200696)
(819,-8.270706,41.211161)
(820,-8.308196,41.195959)
(821,-8.277287,41.207707)
(822,-8.28557,41.205559)
(823,-8.282111,41.210476)
(824,-8.263466,41.224739)
(825,-8.281985,41.213722)
(826,-8.292529,41.203888)
(827,-8.260973,41.196052)
(828,-8.260225,41.195678)
(829,-8.29191,41.195178)
(830,-8.268256,41.203806)
(831,-8.2827,41.207306)
(832,-8.273357,41.196213)
(833,-8.307829,41.195854)
(834,-8.290466,41.20082)
(835,-8.307768,41.19612)
(836,-8.27953,41.20756)
(837,-8.284496,41.213113)
(838,-8.276953,41.211485)
(839,-8.270479,41.211306)
(840,-8.258626,41.225849)
(841,-8.265774,41.206976)
(842,-8.284579,41.213254)
(843,-8.290564,41.200652)
(844,-8.281584,41.207866)
(845,-8.288521,41.195768)
(846,-8.281894,41.20475)
(847,-8.256535,41.207837)
(848,-8.287897,41.215251)
(849,-8.27715,41.207824)
(850,-8.284308,41.210653)
(851,-8.265421,41.20338)
(852,-8.284056,41.212401)
(853,-8.269155,41.18904)
(854,-8.304775,41.193855)
(855,-8.286854,41.211149)
(856,-8.285676,41.21406)
(857,-8.286233,41.206462)
(858,-8.266213,41.205001)
(859,-8.293728,41.196445)
(860,-8.275754,41.205394)
(861,-8.274798,41.193932)
(862,-8.263937,41.208461)
(863,-8.306587,41.19504)
(864,-8.27361,41.192527)
(865,-8.284295,41.200381)
(866,-8.260415,41.212198)
(867,-8.277651,41.209918)
(868,-8.259803,41.218294)
(869,-8.291037,41.194706)
(870,-8.257497,41.208755)
(871,-8.289888,41.202691)
(872,-8.26583,41.21522)
(873,-8.264551,41.190459)
(874,-8.275394,41.193789)
(875,-8.269713,41.220619)
(876,-8.282581,41.213094)
(877,-8.283463,41.212848)
(878,-8.292275,41.201447)
(879,-8.275605,41.209032)
(880,-8.262623,41.216635)
(881,-8.27342,41.214417)
(882,-8.27466,41.207571)
(883,-8.277622,41.193742)
(884,-8.309921,41.199478)
(885,-8.311213,41.195136)
(886,-8.280436,41.196887)
(887,-8.293889,41.197027)
(888,-8.261769,41.198489)
(889,-8.292516,41.204293)
(890,-8.27201,41.202995)
(891,-8.26251,41.216207)
(892,-8.267267,41.207273)
(893,-8.263642,41.197732)
(894,-8.316169,41.201965)
(895,-8.278647,41.210861)
(896,-8.282974,41.214364)
(897,-8.267671,41.21192)
(898,-8.273851,41.209136)
(899,-8.28885,41.204388)
(900,-8.269215,41.195559)
(901,-8.270038,41.211144)
(902,-8.262905,41.201367)
(903,-8.288874,41.195806)
(904,-8.255289,41.210663)
(905,-8.260147,41.206979)
(906,-8.260201,41.194132)
(907,-8.287059,41.206454)
(908,-8.284916,41.208437)
(909,-8.265516,41.201385)
(910,-8.266751,41.230405)
(911,-8.283319,41.207053)
(912,-8.273334,41.193999)
(913,-8.298823,41.194398)
(914,-8.27788,41.206895)
(915,-8.309008,41.198788)
(916,-8.264876,41.19247)
(917,-8.267993,41.196094)
(918,-8.270981,41.219036)
(919,-8.285677,41.200166)
(920,-8.316006,41.202121)
(921,-8.262524,41.192156)
(922,-8.283631,41.214963)
(923,-8.262013,41.225006)
(924,-8.258988,41.212238)
